am_sid.x,am_cat,sciname,iucn_sid.x,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score
W-Msc-138796,NA,Bathyarca frielei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-215252,NA,Arca imbricata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156765,NA,Crenella glandula,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69053,NA,Crenella fragilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420707,NA,Musculus lateralis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-506105,NA,Modiolus rectus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-397026,NA,Brachidontes exustus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69074,NA,Lithophaga antillarum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-367964,NA,Chlamys hastata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-254460,NA,Chlamys rubida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140701,NA,Cyclopecten imbrifer,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-391727,NA,Cyclopecten reticulus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-464200,NA,Lucinoma annulata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156789,NA,Lucinoma filosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140300,NA,Spisula elliptica,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-70386,NA,Lucinoma blakeanum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156225,NA,Macoma loveni,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-68888,NA,Limatula hyperborea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420754,NA,Limatula hyalina,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-69489,NA,Propeamussium pourtalesianum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-542155,NA,Ostrea lurida,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-70758,NA,Thyasira brevis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156879,NA,Mysella triquetra,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156819,NA,Clinocardium ciliatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-156963,NA,Pitar morrhuanus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420949,NA,Pitar arestus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-236786,NA,Cyrtodaria kurriana,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140771,NA,Zirfaea crispata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-506773,NA,Lyonsia bracteata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139436,NA,Cardiomya striata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139445,NA,Cuspidaria glacialis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139437,NA,Cuspidaria arctica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ech-124324,NA,Strongylocentrotus pallidus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-124913,NA,Ophiura albida,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-125080,NA,Amphiura filiformis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ech-124277,NA,Echinus acutus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ech-124287,NT,Echinus esculentus,7011,NA,NT,NA,NA,NA,am,0.2,NA
W-Oph-124929,NA,Ophiura ophiura,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-236130,NA,Acrocnida brachiata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-236331,NA,Haliclona simulans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111067,NA,Aetea truncata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-236120,NA,Aplysilla sulfurea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-396730,NA,Jellyella tuberculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134257,NA,Pseudosuberites montiniger,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134131,NA,Cliona lobata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-134311,NA,Tethya aurantium,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111218,NA,Parellisina curvirostris,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-66860,NA,Cellepora pumicosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1797,NA,Fritillaria haplostoma,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1953,NA,Ascidia tritonis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3315,NA,Asajirus ledanoisi,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-912,NA,Nymphon serratum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-919,NA,Nymphon sluiteri,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1133,NA,Pallenopsis mollissima,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1137,NA,Pallenopsis oscitans,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-332,NA,Sericosura mitrata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-387,NA,Austrodecus conifer,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-423,NA,Pantopipetta armoricana,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-452,NA,Callipallene acus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-478,NA,Callipallene spectrum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-545,NA,Pseudopallene brevicollis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Nem-122637,NA,Tubulanus polymorphus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Nem-148201,NA,Tetrastemma bicolor,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-342212,NA,Cirroteuthis muelleri,163042,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-153122,NA,Stauroteuthis syrtensis,163172,Unknown,DD,NA,NA,NA,am,NA,NA
SLB-80180,NA,Lepidochitona cinerea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140151,NA,Tonicella marmorea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114567,NA,Xenotrichula punctata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-247796,NA,Halichaetonotus decipiens,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114587,NA,Dolichodasys elongatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114620,NA,Diplodasys ankeli,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114629,NA,Platydasys maximus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114630,NA,Platydasys ocellatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-247814,NA,Tetranchyroderma cirrophorum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-247818,NA,Tetranchyroderma megastomum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114668,NA,Tetranchyroderma tribolosum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88164,NA,Nephasoma abyssorum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88172,NA,Nephasoma eremita,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88176,NA,Nephasoma lilljeborgi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-344255,NA,Heteroschismoides subterfissus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-235385,NA,Novocrania anomala,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-104052,NA,Cryptopora gnomon,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1473,NA,Bonellia viridis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-156736,NA,Loxosoma murmanica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bra-104060,NA,Gwynia capsula,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105414,NA,Eukrohnia bathypelagica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Cha-105431,NA,Caecosagitta macrocephala,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-M-1276,NA,Rugiloricus cauliculus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtd-114745,NA,Haplognathia rosea,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-4248,NA,Balanoglossus clavigerus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Prl-101157,NA,Priapulopsis bicaudatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107266,NA,Segonzacia mesatlantica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141054,NA,Turbonilla amoena,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-131255,NA,Tedania anhelans,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88649,NA,Cardium edule,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-103037,NA,Altiverruca quadrangularis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-103041,NA,Metaverruca trisulcata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708795,NA,Loxosoma pectinaricola,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708796,NA,Loxosoma rhodinicola,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708797,NA,Loxosomella elegans,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708798,NA,Loxosomella similis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708799,NA,Loxosomella polita,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708754,NA,Loxosomella marsypos,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708803,NA,Loxosomella nitschei,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708805,NA,Loxosomella phascolosomata,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708806,NA,Loxosomella fauveli,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708716,NA,Loxosomella compressa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708794,NA,Loxosomella nordgaardi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708808,NA,Loxosomella discopoda,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708887,NA,Loxosomella obesa,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-94100,NA,Leucosolenia canariensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-94124,NA,Leucosolenia coriacea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-94177,NA,Leucosolenia lamarckii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139115,NA,Falcidens sagittiferus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-544986,NA,Prochaetoderma californicum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140249,NA,Scutopus robustus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708791,NA,Loxosoma significans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140859,NA,Dorymenia sarsii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140892,NA,Pulsellum affine,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Acl-142698,NA,Notocelis gullmarensis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140004,NA,Cadulus gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-98175,NA,Asajirus eunuchus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118636,NA,Munnopsurus giganteus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-708802,NA,Loxosomella atkinsae,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-116784,NA,Cumella ocellata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-558890,NA,Pseudexogone dineti,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-131534,NA,Corallina officinalis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-132241,NA,Marginariella boryana,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-133812,NA,Chondrus crispus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-153747,NA,Pikea californica,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-140653,NA,Stylonema alsidii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-165081,NA,Sarcotragus fasciculatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-150225,NA,Amphilectus fucorum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-159903,NA,Limneria undata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-176677,NA,Alvania moerchii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140420,NA,Trophon clathratus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141235,NA,Alvania scrobiculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-147146,NA,Scabrotrophon fabricii,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-177377,NA,Colus kroeyeri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141317,NA,Onoba mighelsii,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-177886,NA,Trophon truncatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-141315,NA,Onoba leptalea,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-370549,NA,Doridoxa ingolfiana,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-146868,NA,Cylichna magna,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-507043,NA,Xylophaga clenchi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-160143,NA,Buccinum finmarkianum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-142010,NA,Yoldiella solidula,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129782,NA,Ampharete petersenae,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117870,NA,Abietinaria abietina,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2033,NA,Abyssascidia millari,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96115,NA,Acanthephyra pelagica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96114,NA,Acanthephyra purpurea,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96121,NA,Acanthephyra stylorostratis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138990,NA,Acanthocardia aculeata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-381057,NA,Acanthocardia tuberculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138677,NA,Acanthochitona fascicularis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Gtr-114618,NA,Acanthodasys aculeatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140627,NA,Acanthodoris pilosa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89887,NA,Acanthomysis longicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89654,NA,Acasta cyathus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-94495,NA,Aceroides latipes,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-11,NA,Achelia borealis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-24,NA,Achelia echinata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-33,NA,Achelia laevis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-63,NA,Achelia spinosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117679,NA,Acryptolaria conferta,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-4853,NA,Actinauge richardi,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-3754,NA,Actinia equina,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-170216,NA,Actinothoe sphyrodeta,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1849,NA,Adagnesia charcoti,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140629,NA,Adalaria proxima,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-130159,NA,Adamsia palliata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138969,NA,Admete viridula,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-13005,NA,Aega antarctica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-97195,NA,Aegaeon lacazei,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117263,NA,Aegina citrea,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95438,NA,Aeginella spinosa,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-95432,NA,Aeginina longicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138709,NA,Aeolidia papillosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140687,NA,Aequipecten opercularis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111062,NA,Aetea anguina,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-135484,NA,Agalma elegans,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136373,NA,Agathotanais ingolfi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-130344,NA,Aglaophamus malmgreni,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1858,NA,Agnesiopsis translucida,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-5298,NA,Aiptasia mutabilis,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-1870,NA,Alicia mirabilis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-67569,NA,Amathia lendigera,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140521,NA,Amauropsis islandica,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93340,NA,Ampelisca aequicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93343,NA,Ampelisca brevicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93341,NA,Ampelisca spinipes,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129784,NA,Amphicteis gunneri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Oph-125064,NA,Amphipholis squamata,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-98304,NA,Anapagurus laevis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136387,NA,Anarthrura simplex,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138748,NA,Anomia ephippium,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-956,NA,Anoplodactylus angulatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1040,NA,Anoplodactylus petiolatus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1071,NA,Anoplodactylus typhlops,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1076,NA,Anoplodactylus virescens,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-196374,NA,Antalis agilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-150534,NA,Antalis entalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-196377,NA,Antalis occidentalis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-196380,NA,Antalis vulgaris,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174556,NA,Antarcturus spinacoronatus,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88462,NA,Anthopleura ballii,NA,NA,NA,NA,NA,NA,am,NA,NA
Hex-1300,NA,Anthopleura thallia,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118467,NA,Anthura gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129938,NA,Aphelochaeta marioni,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132172,NA,Aphroceras ensata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-2983,NA,Aplidium glabrum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138755,NA,Aplysia fasciata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136284,NA,Apseudes spinosus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136285,NA,Apseudes talpa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Pol-129854,NA,Arabella iricolor,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1877,NA,Araneum sigma,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Tnd-136344,NA,Araphura brevimanus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138789,NA,Arca tetragona,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-420713,NA,Arca zebra,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71398,LC,Architeuthis dux,163265,Unknown,LC,NA,NA,NA,am,0,NA
W-Msc-138802,NA,Arctica islandica,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-146502,NA,Arcturus baffini,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138803,NA,Argonauta argo,163080,Unknown,LC,NA,NA,NA,am,0,NA
SLB-70962,NA,Argonauta hians,163211,Unknown,LC,NA,NA,NA,am,0,NA
ITS-96056,NA,Aristaeomorpha foliacea,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-9009,NA,Aristaeopsis edwardsiana,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3314,NA,Asajirus indicus,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1888,NA,Ascidia callosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1897,NA,Ascidia conchilega,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1923,NA,Ascidia mentula,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1930,NA,Ascidia obliqua,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1939,NA,Ascidia prunum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1958,NA,Ascidia virginea,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-1961,NA,Ascidiella aspersa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-150,NA,Ascorhynchus abyssi,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88129,NA,Aspidosiphon misakiensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88130,NA,Aspidosiphon muelleri,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-88137,NA,Aspidosiphon zinni,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-119024,NA,Astacilla longicornis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-6099,NA,Astrangia solitaria,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-123856,NA,Astropecten aranciacus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Ase-123867,NA,Astropecten irregularis,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-10097,NA,Atolla vanhoeffeni,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-10098,NA,Atolla wyvillei,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-206422,NA,Atylus vedlomensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-170204,NA,Aulactinia verrucosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-Cn-10261,NA,Aurelia aurita,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-174985,NA,Austrofilius furcatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89606,NA,Balanus crenatus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89622,NA,Balanus improvisus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-206258,NA,Balanus spongicola,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-156744,NA,Barentsia gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139422,LC,Bathothauma lyromma,163338,Unknown,LC,NA,NA,NA,am,0,NA
W-Sca-139690,NA,Bathoxiphus ensiculus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bch-107377,NA,Bathynectes maravigna,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140596,NA,Bathypolypus arcticus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-93994,NA,Bathyporeia pilosa,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3711,NA,Bathystyeloides enderbyanus,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96082,NA,Bentheogennema burkenroadi,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96083,NA,Bentheogennema intermedia,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96085,NA,Benthesicymus bartletti,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96086,NA,Benthesicymus brasiliensis,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-71004,NA,Benthoctopus piscatorum,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-96093,NA,Benthonectes filipes,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-140812,NA,Berthella plumula,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111147,NA,Bicellariella ciliata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117320,NA,Bimeria vestita,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139054,NA,Bittium reticulatum,NA,NA,NA,NA,NA,NA,am,NA,NA
SLB-70969,NA,Bolitaena pygmaea,163312,Unknown,LC,NA,NA,NA,am,0,NA
URM-2-3509,NA,Boltenia echinata,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3511,NA,Boltenia ovifera,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3512,NA,Boltenia pilosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Iso-118204,NA,Bopyroides hippolytes,NA,NA,NA,NA,NA,NA,am,NA,NA
ITS-89928,NA,Boreomysis arctica,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-686,NA,Boreonymphon robustum,NA,NA,NA,NA,NA,NA,am,NA,NA
URM-2-3747,NA,Botryllus schlosseri,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Hyd-117328,NA,Bougainvillia muscus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111665,NA,Bowerbankia gracilis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138852,DD,Brachioteuthis riisei,163095,Unknown,DD,NA,NA,NA,am,NA,NA
W-Cep-104906,NA,Branchiostoma lanceolatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Por-132521,NA,Bubaris vermiculata,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138878,NA,Buccinum undatum,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111159,NA,Bugula plumosa,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-138759,NA,Bursatella leachii,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Bry-111229,NA,Caberea boryi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Msc-139134,NA,Cadlina laevis,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140001,NA,Cadulus artatus,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140005,NA,Cadulus jeffreysi,NA,NA,NA,NA,NA,NA,am,NA,NA
W-Sca-140008,NA,Cadulus propinquus,NA,NA,NA,NA,NA,NA,am,NA,NA
